10*9/mL,BillionsPerMilliliter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^9/mL,Active,Number Concentration Units,8/24/2005,BillionsPerMilliliter,L-11,278
{cfu}/mL,ColonyFormingUnitsPerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,cfu/mL,Active,Number Concentration Units,8/24/2005,ColonyFormingUnitsPerMilliLiter,L-12,279
/dL,PerDeciLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/dL,Active,Number Concentration Units,8/24/2005,PerDeciLiter,L-13,280
/L,PerLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/L,Active,Number Concentration Units,8/24/2005,PerLiter,L-14,281
10*3/L,ThousandPerLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^3/L,Active,Number Concentration Units,8/24/2005,ThousandPerLiter,L-15,282
10*6/L,MillionPerLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^6/L,Active,Number Concentration Units,8/24/2005,MillionPerLiter,L-16,283
10*12/L,TrillionPerLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^12/L,Active,Number Concentration Units,8/24/2005,TrillionPerLiter,L-17,284
10*9/L,BillionPerLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^9/L,Active,Number Concentration Units,8/24/2005,BillionPerLiter,L-18,285
pg/mL,PicoGramsPerMilliLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pg/mL,Active,Mass Concentration Units,8/24/2005,PicoGramsPerMilliLiter,L-3M,286
ng/mL,NanoGramsPerMilliLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ng/mL,Active,Mass Concentration Units,8/24/2005,NanoGramsPerMilliLiter,L-3M,287
ng/mL{rbc},NanoGramsPerMilliLiterRedBloodCells [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ng/mL RBCs,Active,Mass Concentration Units,8/24/2005,NanoGramsPerMilliLiterRedBloodCells,L-3M,288
ug/mL,MicroGramsPerMilliLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/mL,Active,Mass Concentration Units,8/24/2005,MicroGramsPerMilliLiter,L-3M,289
mg/mL,MilliGramsPerMilliLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/mL,Active,Mass Concentration Units,8/24/2005,MilliGramsPerMilliLiter,L-3M,290
g/mL,GramsPerMilliLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,g/mL,Active,Mass Concentration Units,8/24/2005,GramsPerMilliLiter,L-3M,291
pg/dL,PicoGramsPerDeciLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pg/dL,Active,Mass Concentration Units,8/24/2005,PicoGramsPerDeciLiter,L-3M,292
ng/dL,NanoGramsPerDeciLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ng/dL,Active,Mass Concentration Units,8/24/2005,NanoGramsPerDeciLiter,L-3M,293
ug/dL,MicroGramsPerDeciLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/dL,Active,Mass Concentration Units,8/24/2005,MicroGramsPerDeciLiter,0,294
ug/dL{rbc},MicroGramsPerDeciLiterRedBloodCells [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/dL RBCs,Active,Mass Concentration Units,8/24/2005,MicroGramsPerDeciLiterRedBloodCells,L-3M,295
mg/dL,MilliGramsPerDeciLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/dL,Active,Mass Concentration Units,8/24/2005,MilliGramsPerDeciLiter,L-3M,296
mg{Phenylketones}/dL,MilliGramsPhenylketonesPerDeciLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg Phe/dL,Active,Mass Concentration Units,8/24/2005,MilliGramsPhenylketonesPerDeciLiter,L-3M,297
g/dL,GramsPerDeciLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,g/dL,Active,Mass Concentration Units,8/24/2005,GramsPerDeciLiter,L-3M,298
ng/L,NanoGramsPerLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ng/L,Active,Mass Concentration Units,8/24/2005,NanoGramsPerLiter,L-3M,299
pg/L,PicoGramsPerLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pg/L,Active,Mass Concentration Units,8/24/2005,PicoGramsPerLiter,L-3M,300
ug/L,MicroGramsPerLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/L,Active,Mass Concentration Units,8/24/2005,MicroGramsPerLiter,L-3M,301
mg/L,MilliGramsPerLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/L,Active,Mass Concentration Units,8/24/2005,MilliGramsPerLiter,L-3M,302
g/L,GramsPerLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,g/L,Active,Mass Concentration Units,8/24/2005,GramsPerLiter,L-3M,303
kg/L,KiloGramsPerLiter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kg/L,Active,Mass Concentration Units,8/24/2005,KiloGramsPerLiter,L-3M,304
mg/m3,MilliGramsPerCubicMeter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/m^3,Active,Mass Concentration Units,8/24/2005,MilliGramsPerCubicMeter,L-3M,305
kg/m3,KiloGramsPerCubicMeter [Mass Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kg/m^3,Active,Mass Concentration Units,8/24/2005,KiloGramsPerCubicMeter,L-3M,306
fmol/mL,FemtoMolesPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fmol/mL,Active,Substance Concentration Units,8/24/2005,FemtoMolesPerMilliLiter,L-3N,307
pmol/mL,PicoMolesPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pmol/mL,Active,Substance Concentration Units,8/24/2005,PicoMolesPerMilliLiter,L-3N,308
nmol/mL,NanoMolesPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol/mL,Active,Substance Concentration Units,8/24/2005,NanoMolesPerMilliLiter,L-3N,309
umol/mL,MicroMolesPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/mL,Active,Substance Concentration Units,8/24/2005,MicroMolesPerMilliLiter,L-3N,310
mol/mL,MolesPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mol/mL,Active,Substance Concentration Units,8/24/2005,MolesPerMilliLiter,L-3N,311
pmol/dL,PicoMolesPerDeciLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pmol/dL,Active,Substance Concentration Units,8/24/2005,PicoMolesPerDeciLiter,L-3N,312
nmol/dL,NanoMolesPerDeciLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol/dL,Active,Substance Concentration Units,8/24/2005,NanoMolesPerDeciLiter,L-3N,313
umol/dL,MicroMolesPerDeciLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/dL,Active,Substance Concentration Units,8/24/2005,MicroMolesPerDeciLiter,L-3N,314
mmol/dL,MilliMolesPerDeciLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol/dL,Active,Substance Concentration Units,8/24/2005,MilliMolesPerDeciLiter,L-3N,315
mmol/L,MilliMolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol/L,Active,Substance Concentration Units,8/24/2005,MilliMolesPerLiter,L-3N,316
pmol/L,PicoMolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pmol/L,Active,Substance Concentration Units,8/24/2005,PicoMolesPerLiter,L-3N,317
nmol/L,NanoMolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol/L,Active,Substance Concentration Units,8/24/2005,NanoMolesPerLiter,L-3N,318
umol/L,MicroMolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/L,Active,Substance Concentration Units,8/24/2005,MicroMolesPerLiter,L-3N,319
mol/L,MolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mol/L,Active,Substance Concentration Units,8/24/2005,MolesPerLiter,L-3N,320
mol/m3,MolesPerCubicMeter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mol/m^3,Active,Substance Concentration Units,8/24/2005,MolesPerCubicMeter,L-3N,321
ueq/mL,MicroEquivalentsPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ueq/mL,Active,Substance Concentration Units,8/24/2005,MicroEquivalentsPerMilliLiter,L-3N,322
meq/mL,MilliEquivalentPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meq/mL,Active,Substance Concentration Units,8/24/2005,MilliEquivalentPerMilliLiter,L-3N,323
eq/mL,EquivalentsPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,eq/mL,Active,Substance Concentration Units,8/24/2005,EquivalentsPerMilliLiter,L-3N,324
{AHG}eq/mL,AHGEquivalentsPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,AHG eq/mL,Active,Substance Concentration Units,8/24/2005,AHGEquivalentsPerMilliLiter,L-3N,325
10*6.eq/mL,MillionEquivalentsPerMilliLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^6 eq/mL,Active,Substance Concentration Units,8/24/2005,MillionEquivalentsPerMilliLiter,L-3N,326
ueq/L,MicroEquivalentsPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ueg/L,Active,Substance Concentration Units,8/24/2005,MicroEquivalentsPerLiter,L-3N,327
meq/L,MilliEquivalentsPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meg/L,Active,Substance Concentration Units,8/24/2005,MilliEquivalentsPerLiter,L-3N,328
eq/L,EquivalentsPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,eg/L,Active,Substance Concentration Units,8/24/2005,EquivalentsPerLiter,L-3N,329
meq/dL,MilliEquivalentsPerDeciLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meg/dL,Active,Substance Concentration Units,8/24/2005,MilliEquivalentsPerDeciLiter,L-3N,330
mosm/L,MilliOsmolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mOsm/L,Active,Substance Concentration Units,8/24/2005,MilliOsmolesPerLiter,L-3N,331
osm/L,OsmolesPerLiter [Substance Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Osm/L,Active,Substance Concentration Units,8/24/2005,OsmolesPerLiter,L-3N,332
u[iU]/mL,MicroInternationalUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,uIU/mL,Active,Arbitrary Concentration Units,8/24/2005,MicroInternationalUnitsPerMilliLiter,L-3[arb],333
m[iU]/mL,MilliInternationalUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mIU/mL,Active,Arbitrary Concentration Units,8/24/2005,MilliInternationalUnitsPerMilliLiter,L-3[arb],334
{IgGPhospholipid}U/mL,IgGPhospholipidUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IgG Phospholipid U/mL,Active,Arbitrary Concentration Units,8/24/2005,IgGPhospholipidUnitsPerMilliLiter,L-3[arb],335
{IgMPhospholipid}U/mL,IgMPhospholipidUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IgM Phospholipid U/mL,Active,Arbitrary Concentration Units,8/24/2005,IgMPhospholipidUnitsPerMilliLiter,L-3[arb],336
{ComplementCh50}U/mL,ComplementCh50UnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,CH50 U/mL,Active,Arbitrary Concentration Units,8/24/2005,ComplementCh50UnitsPerMilliLiter,L-3[arb],337
{IgAPhospholipid}U/mL,IgAPhospholipidUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IgA Phospholipid U/mL,Active,Arbitrary Concentration Units,8/24/2005,IgAPhospholipidUnitsPerMilliLiter,L-3[arb],338
{Elisa_U}/mL,ElisaUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Elisa U/mL,Active,Arbitrary Concentration Units,8/24/2005,ElisaUnitsPerMilliLiter,L-3[arb],339
[iU]/mL,InternationalUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IU/mL,Active,Arbitrary Concentration Units,8/24/2005,InternationalUnitsPerMilliLiter,L-3[arb],340
k[iU]/mL,KiloInternationalUnitsPerMilliLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kIU/mL,Active,Arbitrary Concentration Units,8/24/2005,KiloInternationalUnitsPerMilliLiter,L-3[arb],341
[iU]/dL,InternationalUnitsPerDeciLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IU/dL,Active,Arbitrary Concentration Units,8/24/2005,InternationalUnitsPerDeciLiter,L-3[arb],342
{Ehrlich_U}/dL,EhrlichUnitsPerDeciLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,EU/dL,Active,Arbitrary Concentration Units,8/24/2005,EhrlichUnitsPerDeciLiter,L-3[arb],343
m[iU]/L,MilliInternationalUnitsPerLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mIU/L,Active,Arbitrary Concentration Units,8/24/2005,MilliInternationalUnitsPerLiter,L-3[arb],344
[iU]/L,InternationalUnitsPerLiter [Arbitrary Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IU/L,Active,Arbitrary Concentration Units,8/24/2005,InternationalUnitsPerLiter,L-3[arb],345
[pH],pH [pH Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pH,Active,pH Units,8/24/2005,pH,[pH],346
