mm,MilliMeter [SI Length Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mm,Active,SI Length Units,8/24/2005,MilliMeter,L,129
cm,CentiMeter [SI Length Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,cm,Active,SI Length Units,8/24/2005,CentiMeter,L,130
dm,DeciMeter [SI Length Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,dm,Active,SI Length Units,8/24/2005,DeciMeter,L,131
m,Meter [SI Length Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,m,Active,SI Length Units,8/24/2005,Meter,L,132
km,KiloMeter [SI Length Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,km,Active,SI Length Units,8/24/2005,KiloMeter,L,133
[gr],Grain [English Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,gr,Active,English Mass Units,8/24/2005,Grain,M,134
[oz_av],Ounce [English Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,oz,Active,English Mass Units,8/24/2005,Ounce,M,135
[oz_tr],TroyOunce [English Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,tr oz,Active,English Mass Units,8/24/2005,TroyOunce,M,136
[lb_av],Pound [English Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,lb,Active,English Mass Units,8/24/2005,Pound,M,137
[ston_av],Ton [English Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Ton,Active,English Mass Units,8/24/2005,Ton,M,138
[dr_av],Dram [English Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,dr,Active,English Mass Units,8/24/2005,Dram,M,139
fg,FemtoGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fg,Active,SI Mass Units,8/24/2005,FemtoGram,M,140
pg,PicoGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pg,Active,SI Mass Units,8/24/2005,PicoGram,M,141
ng,NanoGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ng,Active,SI Mass Units,8/24/2005,NanoGram,M,142
ug,MicroGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug,Active,SI Mass Units,8/24/2005,MicroGram,M,143
ug/{TotalVolume},MicroGramsPerTotalVolume [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/Total Volume,Active,SI Mass Units,8/24/2005,MicroGramsPerTotalVolume,M,144
ug/{Specimen},MicroGramsPerSpecimen [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/Spec,Active,SI Mass Units,8/24/2005,MicroGramsPerSpecimen,M,145
mg,MilliGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg,Active,SI Mass Units,8/24/2005,MilliGram,M,146
mg/{Volume},MilliGramsPerVolume [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/Volume,Active,SI Mass Units,8/24/2005,MilliGramsPerVolume,M,147
mg/{TotalVolume},MilliGramPerTotalVolume [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/Total Volume,Active,SI Mass Units,8/24/2005,MilliGramPerTotalVolume,M,148
g,Gram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,g,Active,SI Mass Units,8/24/2005,Gram,M,149
g/{TotalWeight},GramsPerTotalWeight [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,g/Total Weight,Active,SI Mass Units,8/24/2005,GramsPerTotalWeight,M,150
dg,DeciGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,dg,Active,SI Mass Units,8/24/2005,DeciGram,M,151
cg,CentiGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,cg,Active,SI Mass Units,8/24/2005,CentiGram,M,152
kg,KiloGram [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kg,Active,SI Mass Units,8/24/2005,KiloGram,M,153
t,MetricTon [SI Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Metric Ton,Active,SI Mass Units,8/24/2005,MetricTon,M,154
pg/mm,PicoGramsPerMilliMeter [Lineic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pg/mm,Active,Lineic Mass Units,8/24/2005,PicoGramsPerMilliMeter,L-1M,155
K,DegreesKelvin [Temperature Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,K,Active,Temperature Units,8/24/2005,DegreesKelvin,q,156
Cel,DegreesCelsius [Temperature Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,C,Active,Temperature Units,8/24/2005,DegreesCelsius,q,157
[degF],DegreesFahrenheit [Temperature Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,F,Active,Temperature Units,8/24/2005,DegreesFahrenheit,q,158
K/W,KelvinPerWatt [Thermal Resistance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,K/Watt,Active,Thermal Resistance Units,8/24/2005,KelvinPerWatt,L-2M-1T3q,159
ps,PicoSecond [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ps,Active,Time Units,8/24/2005,PicoSecond,T,160
ns,NanoSecond [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ns,Active,Time Units,8/24/2005,NanoSecond,T,161
us,MicroSecond [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,us,Active,Time Units,8/24/2005,MicroSecond,T,162
ms,MilliSecond [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ms,Active,Time Units,8/24/2005,MilliSecond,T,163
s,Second [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,sec,Active,Time Units,8/24/2005,Second,T,164
ks,KiloSecond [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ks,Active,Time Units,8/24/2005,KiloSecond,T,165
Ms,Megasecond [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Ms,Active,Time Units,8/24/2005,Megasecond,T,166
min,Minute [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,min,Active,Time Units,8/24/2005,Minute,T,167
h,Hour [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,h,Active,Time Units,8/24/2005,Hour,T,168
d,Day [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,d,Active,Time Units,8/24/2005,Day,T,169
wk,Week [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,wk,Active,Time Units,8/24/2005,Week,T,170
mo,Month [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Mo,Active,Time Units,8/24/2005,Month,T,171
a,Year [Time Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,yr,Active,Time Units,8/24/2005,Year,T,172
eq,Equivalent [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,eq,Active,Substance Units,8/24/2005,Equivalent,N,173
ueq,MicroEquivalent [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ueq,Active,Substance Units,8/24/2005,MicroEquivalent,N,174
meq,MilliEquivalent [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meq,Active,Substance Units,8/24/2005,MilliEquivalent,N,175
meq/{Specimen},MilliEquivalentsPerSpecimen [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meq/Spec,Active,Substance Units,8/24/2005,MilliEquivalentsPerSpecimen,N,176
mol,Mole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mol,Active,Substance Units,8/24/2005,Mole,N,177
mmol,MilliMole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol,Active,Substance Units,8/24/2005,MilliMole,N,178
mmol/{TotalVolume},MilliMolesPerTotalVolume [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol/Total Volume,Active,Substance Units,8/24/2005,MilliMolesPerTotalVolume,N,179
fmol,Femtomole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fmol,Active,Substance Units,8/24/2005,Femtomole,N,180
pmol,PicoMole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pmol,Active,Substance Units,8/24/2005,PicoMole,N,181
umol,MicroMole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol,Active,Substance Units,8/24/2005,MicroMole,N,182
nmol,NanoMole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol,Active,Substance Units,8/24/2005,NanoMole,N,183
mosm,MilliOsmole [Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mosm,Active,Substance Units,8/24/2005,MilliOsmole,N,184
meq/m2,MilliEquivalentsPerSquareMeter [Areic Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meg/m^2,Active,Areic Substance Units,8/24/2005,MilliEquivalentsPerSquareMeter,L-2N,185
mmol/m2,MilliMolesPerSquareMeter [Areic Substance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol/m^2,Active,Areic Substance Units,8/24/2005,MilliMolesPerSquareMeter,L-2N,186
[sin_i],SquareInch [English Area Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,in^2,Active,English Area Units,8/24/2005,SquareInch,L2,187
[sft_i],SquareFeet [English Area Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ft^2,Active,English Area Units,8/24/2005,SquareFeet,L2,188
[syd_i],SquareYard [English Area Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,yd^2,Active,English Area Units,8/24/2005,SquareYard,L2,189
mm2,SquareMilliMeter [SI Area Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mm^2,Active,SI Area Units,8/24/2005,SquareMilliMeter,L2,190
cm2,SquareCentiMeter [SI Area Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,cm^2,Active,SI Area Units,8/24/2005,SquareCentiMeter,L2,191
m2,SquareMeter [SI Area Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,m^2,Active,SI Area Units,8/24/2005,SquareMeter,L2,192
[foz_us],FluidOunce [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fl oz,Active,English Volume Units,8/24/2005,FluidOunce,L3,193
[cin_i],CubicInch [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,in^3,Active,English Volume Units,8/24/2005,CubicInch,L3,194
[cup_us],Cup [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Cup,Active,English Volume Units,8/24/2005,Cup,L3,195
[pt_us],Pint [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pt,Active,English Volume Units,8/24/2005,Pint,L3,196
[qt_us],Quart [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,qt,Active,English Volume Units,8/24/2005,Quart,L3,197
[gal_us],Gallon [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,gal,Active,English Volume Units,8/24/2005,Gallon,L3,198
[fdr_us],FluidDram [English Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fl dr,Active,English Volume Units,8/24/2005,FluidDram,L3,199
fL,FemtoLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fL,Active,SI Volume Units,8/24/2005,FemtoLiter,L3,200
pL,PicoLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,pL,Active,SI Volume Units,8/24/2005,PicoLiter,L3,201
nL,NanoLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nL,Active,SI Volume Units,8/24/2005,NanoLiter,L3,202
uL,MicroLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,uL,Active,SI Volume Units,8/24/2005,MicroLiter,L3,203
mL,MilliLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mL,Active,SI Volume Units,8/24/2005,MilliLiter,L3,204
mL/{h`b},MilliLitersPerHeartbeat [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mL/heart beat,Active,SI Volume Units,8/24/2005,MilliLitersPerHeartbeat,L3,205
L,Liter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,L,Active,SI Volume Units,8/24/2005,Liter,L3,206
dL,DeciLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,dL,Active,SI Volume Units,8/24/2005,DeciLiter,L3,207
cL,CentiLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,cL,Active,SI Volume Units,8/24/2005,CentiLiter,L3,208
kL,KiloLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kL,Active,SI Volume Units,8/24/2005,KiloLiter,L3,209
hL,HectoLiter [SI Volume Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,hL,Active,SI Volume Units,8/24/2005,HectoLiter,L3,210
L.s2/s,LiterSquareSecondPerSecond [Volume Duration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,L s^2/s,Active,Volume Duration Units,8/24/2005,LiterSquareSecondPerSecond,L3T,211
/mg,PerMilliGram [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg,Active,Number Content Units,8/24/2005,PerMilliGram,M-1,212
/g,PerGram [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/g,Active,Number Content Units,8/24/2005,PerGram,M-1,213
/g{creat},PerGramCreatinine [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/g Cre,Active,Number Content Units,8/24/2005,PerGramCreatinine,M-1,214
/g{HGB},PerGramHemoglobin [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/g Hgb,Active,Number Content Units,8/24/2005,PerGramHemoglobin,M-1,215
/g{tot`nit},PerGramTotalNitrogen [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/g Total Nitrogen,Active,Number Content Units,8/24/2005,PerGramTotalNitrogen,M-1,216
/g{tot`prot},PerGramTotalProtein [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/g Total Protein,Active,Number Content Units,8/24/2005,PerGramTotalProtein,M-1,217
/g{wet`tis},PerGramWetTissue [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/g Wet Tissue,Active,Number Content Units,8/24/2005,PerGramWetTissue,M-1,218
/kg,PerKiloGram [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/kg,Active,Number Content Units,8/24/2005,PerKiloGram,M-1,219
/kg{body`wt},PerKiloGramBodyWeight [Number Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/kg Body Weight,Active,Number Content Units,8/24/2005,PerKiloGramBodyWeight,M-1,220
fmol/mg,FemtoMolesPerMilliGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fmol/mg,Active,Substance Content Units,8/24/2005,FemtoMolesPerMilliGram,M-1N,221
nmol/mg,NanoMolesPerMilliGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol/mg,Active,Substance Content Units,8/24/2005,NanoMolesPerMilliGram,M-1N,222
umol/mg,MicroMolesPerMilliGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/mg,Active,Substance Content Units,8/24/2005,MicroMolesPerMilliGram,M-1N,223
umol/mg{Cre},MicroMolesPerMilliGramCreatinine [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/mg Cre,Active,Substance Content Units,8/24/2005,MicroMolesPerMilliGramCreatinine,M-1N,224
mol/kg,MolesPerKiloGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mol/kg,Active,Substance Content Units,8/24/2005,MolesPerKiloGram,M-1N,225
fmol/g,FemtoMolesPerGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,fmol/gm,Active,Substance Content Units,8/24/2005,FemtoMolesPerGram,M-1N,226
nmol/g,NanoMolesPerGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol/g,Active,Substance Content Units,8/24/2005,NanoMolesPerGram,M-1N,227
nmol/g{Cre},NanoMolesPerGramCreatinine [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,nmol/g Cre,Active,Substance Content Units,8/24/2005,NanoMolesPerGramCreatinine,M-1N,228
umol/g,MicroMolesPerGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/g,Active,Substance Content Units,8/24/2005,MicroMolesPerGram,M-1N,229
umol/g{Cre},MicroMolesPerGramCreatinine [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/g Cre,Active,Substance Content Units,8/24/2005,MicroMolesPerGramCreatinine,M-1N,230
umol/g{Hgb},MicroMolesPerGramHemoglobin [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/g Hgb,Active,Substance Content Units,8/24/2005,MicroMolesPerGramHemoglobin,M-1N,231
mmol/g,MilliMolesPerGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol/g,Active,Substance Content Units,8/24/2005,MilliMolesPerGram,M-1N,232
mmol/kg,MilliMolesPerKiloGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mmol/kg,Active,Substance Content Units,8/24/2005,MilliMolesPerKiloGram,M-1N,233
osm/kg,OsmolesPerKiloGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Osm/kg,Active,Substance Content Units,8/24/2005,OsmolesPerKiloGram,M-1N,234
mosm/kg,MilliOsmolesPerKiloGram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mosm/kg,Active,Substance Rate Content Units,8/24/2005,MilliOsmolesPerKiloGram,M-1T-1N,235
meq/g,MilliEquivalentsPerGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meq/g,Active,Substance Content Units,8/24/2005,MilliEquivalentsPerGram,M-1N,236
meq/g{Cre},MilliEquivalentsPerGramCreatinine [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meq/g Cre,Active,Substance Content Units,8/24/2005,MilliEquivalentsPerGramCreatinine,M-1N,237
meq/kg,MilliEquivalentsPerKiloGram [Substance Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,meq/kg,Active,Substance Content Units,8/24/2005,MilliEquivalentsPerKiloGram,M-1N,238
[iU]/g,InternationalUnitsPerGram [Arbitrary Concentration Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IU/g,Active,Arbitrary Concentration Content Units,8/24/2005,InternationalUnitsPerGram,M-1[arb],239
[iU]/g{Hgb},InternationalUnitsPerGramHemoglobin [Arbitrary Concentration Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IU/g Hgb,Active,Arbitrary Concentration Content Units,8/24/2005,InternationalUnitsPerGramHemoglobin,M-1[arb],240
{Ehrlich_U}/100g,EhrlichUnitsPer100Gram [Arbitrary Concentration Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,EU/100 g,Active,Arbitrary Concentration Content Units,8/24/2005,EhrlichUnitsPer100Gram,M-1[arb],241
[iU]/kg,InternationalUnitsPerKilogram [Arbitrary Concentration Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,IU/kg,Active,Arbitrary Concentration Content Units,8/24/2005,InternationalUnitsPerKilogram,M-1[arb],242
umol/min/g,MicroMolesPerMinutePerGram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,umol/min/g,Active,Substance Rate Content Units,8/24/2005,MicroMolesPerMinutePerGram,M-1T-1N,243
mU/g,MilliUnitsPerGram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mU/g,Active,Substance Rate Content Units,8/24/2005,MilliUnitsPerGram,M-1T-1N,244
mU/g{Hgb},MilliUnitsPerGramHemoglobin [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mU/g Hgb,Active,Substance Rate Content Units,8/24/2005,MilliUnitsPerGramHemoglobin,M-1T-1N,245
U/g,UnitsPerGram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,U/g,Active,Substance Rate Content Units,8/24/2005,UnitsPerGram,M-1T-1N,246
U/g{Hgb},UnitsPerGramHemoglobin [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,U/g Hgb,Active,Substance Rate Content Units,8/24/2005,UnitsPerGramHemoglobin,M-1T-1N,247
U/g{Cre},UnitsPerGramCreatinine [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,U/g Cre,Active,Substance Rate Content Units,8/24/2005,UnitsPerGramCreatinine,M-1T-1N,248
mU/mg{Cre},MilliUnitsPerMilliGramCreatinine [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mU/mg Cre,Active,Substance Rate Content Units,8/24/2005,MilliUnitsPerMilliGramCreatinine,M-1T-1N,249
mU/mg,MilliUnitsPerMilligram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mU/mg,Active,Substance Rate Content Units,8/24/2005,MilliUnitsPerMilligram,M-1T-1N,250
kU/g,KiloUnitsPerGram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kU/g,Active,Substance Rate Content Units,8/24/2005,KiloUnitsPerGram,M-1T-1N,251
kat/kg,KatalPerKilogram [Substance Rate Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kat/kg,Active,Substance Rate Content Units,8/24/2005,KatalPerKilogram,M-1T-1N,252
mL/kg,MilliLitersPerKiloGram [Volume Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mL/kg,Active,Volume Content Units,8/24/2005,MilliLitersPerKiloGram,L3M-1,253
L/kg,LitersPerKilogram [Volume Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,L/kg,Active,Volume Content Units,8/24/2005,LitersPerKilogram,L3M-1,254
kCal/[oz_av],KiloCaloriesPerOunce [Energy Content Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kCal/oz,Active,Energy Content Units,8/24/2005,KiloCaloriesPerOunce,L2T-2,255
/m2,PerSquareMeter [Areic Number Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/m^2,Active,Areic Number Units,8/24/2005,PerSquareMeter,L-2,256
g/m2,GramsPerSquareMeter [Areic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,g/m^2,Active,Areic Mass Units,8/24/2005,GramsPerSquareMeter,L-2M,257
kg/m2,KiloGramsPerSquareMeter [Areic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kg/m^2,Active,Areic Mass Units,8/24/2005,KiloGramsPerSquareMeter,L-2M,258
ug/m2,MicroGramsPerSquareMeter [Areic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ug/m^2,Active,Areic Mass Units,8/24/2005,MicroGramsPerSquareMeter,L-2M,259
mg/m2,MilliGramsPerSquareMeter [Areic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,mg/m^2,Active,Areic Mass Units,8/24/2005,MilliGramsPerSquareMeter,L-2M,260
ng/m2,NanoGramsPerSquareMeter [Areic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,ng/m^2,Active,Areic Mass Units,8/24/2005,NanoGramsPerSquareMeter,L-2M,261
g.m,GramMeter [Massive Distance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Gram Meter,Active,Massive Distance Units,8/24/2005,GramMeter,LM,262
g.m/{hb},GramMeterPerHeartbeat [Massive Distance Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Gram Meter/Heartbeat,Active,Massive Distance Units,8/24/2005,GramMeterPerHeartbeat,LM,263
g.m/({hb}.m2),GramMeterPerHeartbeatPerSquareMeter [Lineic Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Gram Meter/Heartbeat/m^2,Active,Lineic Mass Units,8/24/2005,GramMeterPerHeartbeatPerSquareMeter,L-1M,264
kg/mol,KiloGramsPerMole [Molar Mass Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,kg/mol,Active,Molar Mass Units,8/24/2005,KiloGramsPerMole,MN-1,265
/uL,PerMicroLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/mm^3,Active,Number Concentration Units,8/24/2005,PerMicroLiter,L-3,266
{Cells}/uL,CellsPerMicroLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,cells/uL,Active,Number Concentration Units,8/24/2005,CellsPerMicroLiter,L-3,267
{rbc}/uL,RedBloodCellsPerMicroLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,RBC/mm^3,Active,Number Concentration Units,8/24/2005,RedBloodCellsPerMicroLiter,L-3,268
10*3/uL,ThousandsPerMicroLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^3/uL,Active,Number Concentration Units,8/24/2005,ThousandsPerMicroLiter,L-3,269
10*6/uL,MillionsPerMicroLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^6/uL,Active,Number Concentration Units,8/24/2005,MillionsPerMicroLiter,L-3,270
10*9/uL,BillionsPerMicroLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^9/uL,Active,Number Concentration Units,8/24/2005,BillionsPerMicroLiter,L-4,271
/mL,PerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,/mL,Active,Number Concentration Units,8/24/2005,PerMilliLiter,L-5,272
{Spermatozoa}/mL,SpermatozoaPerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Sperm/mL,Active,Number Concentration Units,8/24/2005,SpermatozoaPerMilliLiter,L-6,273
{Copies}/mL,CopiesPerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,Copies/mL,Active,Number Concentration Units,8/24/2005,CopiesPerMilliLiter,L-7,274
10*3/mL,ThousandPerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^3/mL,Active,Number Concentration Units,8/24/2005,ThousandPerMilliLiter,L-8,275
10*3{Copies}/mL,ThousandCopiesPerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^3 copies/mL,Active,Number Concentration Units,8/24/2005,ThousandCopiesPerMilliLiter,L-9,276
10*6/mL,MillionPerMilliLiter [Number Concentration Units],PH_UnitsOfMeasure_UCUM_Expression,,7/1/2004,10^6/mL,Active,Number Concentration Units,8/24/2005,MillionPerMilliLiter,L-10,277
